Date,Close
06/21/2007,1522.189941
06/22/2007,1502.560059
06/25/2007,1497.73999
06/26/2007,1492.890015
06/27/2007,1506.339966
06/28/2007,1505.709961
06/29/2007,1503.349976
07/02/2007,1519.430054
07/03/2007,1524.869995
07/05/2007,1525.400024
07/06/2007,1530.439941
07/09/2007,1531.849976
07/10/2007,1510.119995
07/11/2007,1518.76001
07/12/2007,1547.699951
07/13/2007,1552.5
07/16/2007,1549.52002
07/17/2007,1549.369995
07/18/2007,1546.170044
07/19/2007,1553.079956
07/20/2007,1534.099976
07/23/2007,1541.569946
07/24/2007,1511.040039
07/25/2007,1518.089966
07/26/2007,1482.660034
07/27/2007,1458.949951
07/30/2007,1473.910034
07/31/2007,1455.27002
08/01/2007,1465.810059
08/02/2007,1472.199951
08/03/2007,1433.060059
08/06/2007,1467.670044
08/07/2007,1476.709961
08/08/2007,1497.48999
08/09/2007,1453.089966
08/10/2007,1453.640015
08/13/2007,1452.920044
08/14/2007,1426.540039
08/15/2007,1406.699951
08/16/2007,1411.27002
08/17/2007,1445.939941
08/20/2007,1445.550049
08/21/2007,1447.119995
08/22/2007,1464.069946
08/23/2007,1462.5
08/24/2007,1479.369995
08/27/2007,1466.790039
08/28/2007,1432.359985
08/29/2007,1463.76001
08/30/2007,1457.640015
08/31/2007,1473.98999
09/04/2007,1489.420044
09/05/2007,1472.290039
09/06/2007,1478.550049
09/07/2007,1453.550049
09/10/2007,1451.699951
09/11/2007,1471.48999
09/12/2007,1471.560059
09/13/2007,1483.949951
09/14/2007,1484.25
09/17/2007,1476.650024
09/18/2007,1519.780029
09/19/2007,1529.030029
09/20/2007,1518.75
09/21/2007,1525.75
09/24/2007,1517.72998
09/25/2007,1517.209961
09/26/2007,1525.420044
09/27/2007,1531.380005
09/28/2007,1526.75
10/01/2007,1547.040039
10/02/2007,1546.630005
10/03/2007,1539.589966
10/04/2007,1542.839966
10/05/2007,1557.589966
10/08/2007,1552.579956
10/09/2007,1565.150024
10/10/2007,1562.469971
10/11/2007,1554.410034
10/12/2007,1561.800049
10/15/2007,1548.709961
10/16/2007,1538.530029
10/17/2007,1541.23999
10/18/2007,1540.079956
10/19/2007,1500.630005
10/22/2007,1506.329956
10/23/2007,1519.589966
10/24/2007,1515.880005
10/25/2007,1514.400024
10/26/2007,1535.280029
10/29/2007,1540.97998
10/30/2007,1531.02002
10/31/2007,1549.380005
11/01/2007,1508.439941
11/02/2007,1509.650024
11/05/2007,1502.170044
11/06/2007,1520.27002
11/07/2007,1475.619995
11/08/2007,1474.77002
11/09/2007,1453.699951
11/12/2007,1439.180054
11/13/2007,1481.050049
11/14/2007,1470.579956
11/15/2007,1451.150024
11/16/2007,1458.73999
11/19/2007,1433.27002
11/20/2007,1439.699951
11/21/2007,1416.77002
11/23/2007,1440.699951
11/26/2007,1407.219971
11/27/2007,1428.22998
11/28/2007,1469.02002
11/29/2007,1469.719971
11/30/2007,1481.140015
12/03/2007,1472.420044
12/04/2007,1462.790039
12/05/2007,1485.01001
12/06/2007,1507.339966
12/07/2007,1504.660034
12/10/2007,1515.959961
12/11/2007,1477.650024
12/12/2007,1486.589966
12/13/2007,1488.410034
12/14/2007,1467.949951
12/17/2007,1445.900024
12/18/2007,1454.97998
12/19/2007,1453
12/20/2007,1460.119995
12/21/2007,1484.459961
12/24/2007,1496.449951
12/26/2007,1497.660034
12/27/2007,1476.27002
12/28/2007,1478.48999
12/31/2007,1468.359985
01/02/2008,1447.160034
01/03/2008,1447.160034
01/04/2008,1411.630005
01/07/2008,1416.180054
01/08/2008,1390.189941
01/09/2008,1409.130005
01/10/2008,1420.329956
01/11/2008,1401.02002
01/14/2008,1416.25
01/15/2008,1380.949951
01/16/2008,1373.199951
01/17/2008,1333.25
01/18/2008,1325.189941
01/22/2008,1310.5
01/23/2008,1338.599976
01/24/2008,1352.069946
01/25/2008,1330.609985
01/28/2008,1353.959961
01/29/2008,1362.300049
01/30/2008,1355.810059
01/31/2008,1378.550049
02/01/2008,1395.420044
02/04/2008,1380.819946
02/05/2008,1336.640015
02/06/2008,1326.449951
02/07/2008,1336.910034
02/08/2008,1331.290039
02/11/2008,1339.130005
02/12/2008,1348.859985
02/13/2008,1367.209961
02/14/2008,1348.859985
02/15/2008,1349.98999
02/19/2008,1348.780029
02/20/2008,1360.030029
02/21/2008,1342.530029
02/22/2008,1353.109985
02/25/2008,1371.800049
02/26/2008,1381.290039
02/27/2008,1380.02002
02/28/2008,1367.680054
02/29/2008,1330.630005
03/03/2008,1331.339966
03/04/2008,1326.75
03/05/2008,1333.699951
03/06/2008,1304.339966
03/07/2008,1293.369995
03/10/2008,1273.369995
03/11/2008,1320.650024
03/12/2008,1308.77002
03/13/2008,1315.47998
03/14/2008,1288.140015
03/17/2008,1276.599976
03/18/2008,1330.73999
03/19/2008,1298.420044
03/20/2008,1329.51001
03/24/2008,1349.880005
03/25/2008,1352.98999
03/26/2008,1341.130005
03/27/2008,1325.76001
03/28/2008,1315.219971
03/31/2008,1322.699951
04/01/2008,1370.180054
04/02/2008,1367.530029
04/03/2008,1369.310059
04/04/2008,1370.400024
04/07/2008,1372.540039
04/08/2008,1365.540039
04/09/2008,1354.48999
04/10/2008,1360.550049
04/11/2008,1332.829956
04/14/2008,1328.319946
04/15/2008,1334.430054
04/16/2008,1364.709961
04/17/2008,1365.560059
04/18/2008,1390.329956
04/21/2008,1388.170044
04/22/2008,1375.939941
04/23/2008,1379.930054
04/24/2008,1388.819946
04/25/2008,1397.839966
04/28/2008,1396.369995
04/29/2008,1390.939941
04/30/2008,1385.589966
05/01/2008,1409.339966
05/02/2008,1413.900024
05/05/2008,1407.48999
05/06/2008,1418.26001
05/07/2008,1392.569946
05/08/2008,1397.680054
05/09/2008,1388.280029
05/12/2008,1403.579956
05/13/2008,1403.040039
05/14/2008,1408.660034
05/15/2008,1423.569946
05/16/2008,1425.349976
05/19/2008,1426.630005
05/20/2008,1413.400024
05/21/2008,1390.709961
05/22/2008,1394.349976
05/23/2008,1375.930054
05/27/2008,1385.349976
05/28/2008,1390.839966
05/29/2008,1398.26001
05/30/2008,1400.380005
06/02/2008,1385.670044
06/03/2008,1377.650024
06/04/2008,1377.199951
06/05/2008,1404.050049
06/06/2008,1360.680054
06/09/2008,1361.76001
06/10/2008,1358.439941
06/11/2008,1335.48999
06/12/2008,1339.869995
06/13/2008,1360.030029
06/16/2008,1360.140015
06/17/2008,1350.930054
06/18/2008,1337.810059
06/19/2008,1342.829956
06/20/2008,1317.930054
06/23/2008,1318
06/24/2008,1314.290039
06/25/2008,1321.969971
06/26/2008,1283.150024
06/27/2008,1278.380005
06/30/2008,1280
07/01/2008,1284.910034
07/02/2008,1261.52002
07/03/2008,1262.900024
07/07/2008,1252.310059
07/08/2008,1273.699951
07/09/2008,1244.689941
07/10/2008,1253.390015
07/11/2008,1239.48999
07/14/2008,1228.300049
07/15/2008,1214.910034
07/16/2008,1245.359985
07/17/2008,1260.319946
07/18/2008,1260.680054
07/21/2008,1260
07/22/2008,1277
07/23/2008,1282.189941
07/24/2008,1252.540039
07/25/2008,1257.76001
07/28/2008,1234.369995
07/29/2008,1263.199951
07/30/2008,1284.26001
07/31/2008,1267.380005
08/01/2008,1260.310059
08/04/2008,1249.01001
08/05/2008,1284.880005
08/06/2008,1289.189941
08/07/2008,1266.069946
08/08/2008,1296.319946
08/11/2008,1305.319946
08/12/2008,1289.589966
08/13/2008,1285.829956
08/14/2008,1292.930054
08/15/2008,1298.199951
08/18/2008,1278.599976
08/19/2008,1266.689941
08/20/2008,1274.540039
08/21/2008,1277.719971
08/22/2008,1292.199951
08/25/2008,1266.839966
08/26/2008,1271.51001
08/27/2008,1281.660034
08/28/2008,1300.680054
08/29/2008,1282.829956
09/02/2008,1277.579956
09/03/2008,1274.97998
09/04/2008,1236.829956
09/05/2008,1242.310059
09/08/2008,1267.790039
09/09/2008,1224.51001
09/10/2008,1232.040039
09/11/2008,1249.050049
09/12/2008,1251.699951
09/15/2008,1192.699951
09/16/2008,1213.599976
09/17/2008,1156.390015
09/18/2008,1206.51001
09/19/2008,1255.079956
09/22/2008,1207.089966
09/23/2008,1188.219971
09/24/2008,1185.869995
09/25/2008,1209.180054
09/26/2008,1213.27002
09/29/2008,1106.420044
09/30/2008,1166.359985
10/01/2008,1161.060059
10/02/2008,1114.280029
10/03/2008,1099.22998
10/06/2008,1056.890015
10/07/2008,996.2299805
10/08/2008,984.9400024
10/09/2008,909.9199829
10/10/2008,899.2199707
10/13/2008,1003.349976
10/14/2008,998.0100098
10/15/2008,907.8400269
10/16/2008,946.4299927
10/17/2008,940.5499878
10/20/2008,985.4000244
10/21/2008,955.0499878
10/22/2008,896.7800293
10/23/2008,908.1099854
10/24/2008,876.7700195
10/27/2008,848.9199829
10/28/2008,940.5100098
10/29/2008,930.0900269
10/30/2008,954.0900269
10/31/2008,968.75
11/03/2008,966.2999878
11/04/2008,1005.75
11/05/2008,952.7700195
11/06/2008,904.8800049
11/07/2008,930.9899902
11/10/2008,919.210022
11/11/2008,898.9500122
11/12/2008,852.2999878
11/13/2008,911.289978
11/14/2008,873.289978
11/17/2008,850.75
11/18/2008,859.1199951
11/19/2008,806.5800171
11/20/2008,752.4400024
11/21/2008,800.0300293
11/24/2008,851.8099976
11/25/2008,857.3900146
11/26/2008,887.6799927
11/28/2008,896.2399902
12/01/2008,816.210022
12/02/2008,848.8099976
12/03/2008,870.7399902
12/04/2008,845.2199707
12/05/2008,876.0700073
12/08/2008,909.7000122
12/09/2008,888.6699829
12/10/2008,899.2399902
12/11/2008,873.5900269
12/12/2008,879.7299805
12/15/2008,868.5700073
12/16/2008,913.1799927
12/17/2008,904.4199829
12/18/2008,885.2800293
12/19/2008,887.8800049
12/22/2008,871.6300049
12/23/2008,863.1599731
12/24/2008,868.1500244
12/26/2008,872.7999878
12/29/2008,869.4199829
12/30/2008,890.6400146
12/31/2008,903.25
01/02/2009,931.7999878
01/05/2009,927.4500122
01/06/2009,934.7000122
01/07/2009,906.6500244
01/08/2009,909.7299805
01/09/2009,890.3499756
01/12/2009,870.2600098
01/13/2009,871.789978
01/14/2009,842.6199951
01/15/2009,843.7399902
01/16/2009,850.1199951
01/20/2009,805.2199707
01/21/2009,840.2399902
01/22/2009,827.5
01/23/2009,831.9500122
01/26/2009,836.5700073
01/27/2009,845.710022
01/28/2009,874.0900269
01/29/2009,845.1400146
01/30/2009,825.8800049
02/02/2009,825.4400024
02/03/2009,838.5100098
02/04/2009,832.2299805
02/05/2009,845.8499756
02/06/2009,868.5999756
02/09/2009,869.8900146
02/10/2009,827.1599731
02/11/2009,833.7399902
02/12/2009,835.1900024
02/13/2009,826.8400269
02/17/2009,789.1699829
02/18/2009,788.4199829
02/19/2009,778.9400024
02/20/2009,770.0499878
02/23/2009,743.3300171
02/24/2009,773.1400146
02/25/2009,764.9000244
02/26/2009,752.8300171
02/27/2009,735.0900269
03/02/2009,700.8200073
03/03/2009,696.3300171
03/04/2009,712.8699951
03/05/2009,682.5499878
03/06/2009,683.3800049
03/09/2009,676.5300293
03/10/2009,719.5999756
03/11/2009,721.3599854
03/12/2009,750.7399902
03/13/2009,756.5499878
03/16/2009,753.8900146
03/17/2009,778.1199951
03/18/2009,794.3499756
03/19/2009,784.039978
03/20/2009,768.539978
03/23/2009,822.9199829
03/24/2009,806.1199951
03/25/2009,813.8800049
03/26/2009,832.8599854
03/27/2009,815.9400024
03/30/2009,787.5300293
03/31/2009,797.8699951
04/01/2009,811.0800171
04/02/2009,834.3800049
04/03/2009,842.5
04/06/2009,835.4799805
04/07/2009,815.5499878
04/08/2009,825.1599731
04/09/2009,856.5599976
04/13/2009,858.7299805
04/14/2009,841.5
04/15/2009,852.0599976
04/16/2009,865.2999878
04/17/2009,869.5999756
04/20/2009,832.3900146
04/21/2009,850.0800171
04/22/2009,843.5499878
04/23/2009,851.9199829
04/24/2009,866.2299805
04/27/2009,857.5100098
04/28/2009,855.1599731
04/29/2009,873.6400146
04/30/2009,872.8099976
05/01/2009,877.5200195
05/04/2009,907.2399902
05/05/2009,903.7999878
05/06/2009,919.5300293
05/07/2009,907.3900146
05/08/2009,929.2299805
05/11/2009,909.2399902
05/12/2009,908.3499756
05/13/2009,883.9199829
05/14/2009,893.0700073
05/15/2009,882.8800049
05/18/2009,909.710022
05/19/2009,908.1300049
05/20/2009,903.4699707
05/21/2009,888.3300171
05/22/2009,887
05/26/2009,910.3300171
05/27/2009,893.0599976
05/28/2009,906.8300171
05/29/2009,919.1400146
06/01/2009,942.8699951
06/02/2009,944.7399902
06/03/2009,931.7600098
06/04/2009,942.460022
06/05/2009,940.0900269
06/08/2009,939.1400146
06/09/2009,942.4299927
06/10/2009,939.1500244
06/11/2009,944.8900146
06/12/2009,946.210022
06/15/2009,923.7199707
06/16/2009,911.9699707
06/17/2009,910.710022
06/18/2009,918.3699951
06/19/2009,921.2299805
06/22/2009,893.039978
06/23/2009,895.0999756
06/24/2009,900.9400024
06/25/2009,920.2600098
06/26/2009,918.9000244
06/29/2009,927.2299805
06/30/2009,919.3200073
07/01/2009,923.3300171
07/02/2009,896.4199829
07/06/2009,898.7199707
07/07/2009,881.0300293
07/08/2009,879.5599976
07/09/2009,882.6799927
07/10/2009,879.1300049
07/13/2009,901.0499878
07/14/2009,905.8400269
07/15/2009,932.6799927
07/16/2009,940.7399902
07/17/2009,940.3800049
07/20/2009,951.1300049
07/21/2009,954.5800171
07/22/2009,954.0700073
07/23/2009,976.289978
07/24/2009,979.2600098
07/27/2009,982.1799927
07/28/2009,979.6199951
07/29/2009,975.1500244
07/30/2009,986.75
07/31/2009,987.4799805
08/03/2009,1002.630005
08/04/2009,1005.650024
08/05/2009,1002.719971
08/06/2009,997.0800171
08/07/2009,1010.47998
08/10/2009,1007.099976
08/11/2009,994.3499756
08/12/2009,1005.809998
08/13/2009,1012.72998
08/14/2009,1004.090027
08/17/2009,979.7299805
08/18/2009,989.6699829
08/19/2009,996.460022
08/20/2009,1007.369995
08/21/2009,1026.130005
08/24/2009,1025.569946
08/25/2009,1028
08/26/2009,1028.119995
08/27/2009,1030.97998
08/28/2009,1028.930054
08/31/2009,1020.619995
09/01/2009,998.039978
09/02/2009,994.75
09/03/2009,1003.23999
09/04/2009,1016.400024
09/08/2009,1025.390015
09/09/2009,1033.369995
09/10/2009,1044.140015
09/11/2009,1042.72998
09/14/2009,1049.339966
09/15/2009,1052.630005
09/16/2009,1068.76001
09/17/2009,1065.48999
09/18/2009,1068.300049
09/21/2009,1064.660034
09/22/2009,1071.660034
09/23/2009,1060.869995
09/24/2009,1050.780029
09/25/2009,1044.380005
09/28/2009,1062.97998
09/29/2009,1060.609985
09/30/2009,1057.079956
10/01/2009,1029.849976
10/02/2009,1025.209961
10/05/2009,1040.459961
10/06/2009,1054.719971
10/07/2009,1057.579956
10/08/2009,1065.47998
10/09/2009,1071.48999
10/12/2009,1076.189941
10/13/2009,1073.189941
10/14/2009,1092.02002
10/15/2009,1096.560059
10/16/2009,1087.680054
10/19/2009,1097.910034
10/20/2009,1091.060059
10/21/2009,1081.400024
10/22/2009,1092.910034
10/23/2009,1079.599976
10/26/2009,1066.949951
10/27/2009,1063.410034
10/28/2009,1042.630005
10/29/2009,1066.109985
10/30/2009,1036.189941
11/02/2009,1042.880005
11/03/2009,1045.410034
11/04/2009,1046.5
11/05/2009,1066.630005
11/06/2009,1069.300049
11/09/2009,1093.079956
11/10/2009,1093.01001
11/11/2009,1098.51001
11/12/2009,1087.23999
11/13/2009,1093.47998
11/16/2009,1109.300049
11/17/2009,1110.319946
11/18/2009,1109.800049
11/19/2009,1094.900024
11/20/2009,1091.380005
11/23/2009,1106.23999
11/24/2009,1105.650024
11/25/2009,1110.630005
11/27/2009,1091.48999
11/30/2009,1095.630005
12/01/2009,1108.859985
12/02/2009,1109.23999
12/03/2009,1099.920044
12/04/2009,1105.97998
12/07/2009,1103.25
12/08/2009,1091.939941
12/09/2009,1095.949951
12/10/2009,1102.349976
12/11/2009,1106.410034
12/14/2009,1114.109985
12/15/2009,1107.930054
12/16/2009,1109.180054
12/17/2009,1096.079956
12/18/2009,1102.469971
12/21/2009,1114.050049
12/22/2009,1118.02002
12/23/2009,1120.589966
12/24/2009,1126.47998
12/28/2009,1127.780029
12/29/2009,1126.199951
12/30/2009,1126.420044
12/31/2009,1115.099976
01/04/2010,1132.98999
01/05/2010,1136.52002
01/06/2010,1137.140015
01/07/2010,1141.689941
01/08/2010,1144.97998
01/11/2010,1146.97998
01/12/2010,1136.219971
01/13/2010,1145.680054
01/14/2010,1148.459961
01/15/2010,1136.030029
01/19/2010,1150.22998
01/20/2010,1138.040039
01/21/2010,1116.47998
01/22/2010,1091.76001
01/25/2010,1096.780029
01/26/2010,1092.170044
01/27/2010,1097.5
01/28/2010,1084.530029
01/29/2010,1073.869995
02/01/2010,1089.189941
02/02/2010,1103.319946
02/03/2010,1097.280029
02/04/2010,1063.109985
02/05/2010,1066.189941
02/08/2010,1056.73999
02/09/2010,1070.52002
02/10/2010,1068.130005
02/11/2010,1078.469971
02/12/2010,1075.51001
02/16/2010,1094.869995
02/17/2010,1099.51001
02/18/2010,1106.75
02/19/2010,1109.170044
02/22/2010,1108.01001
02/23/2010,1094.599976
02/24/2010,1105.23999
02/25/2010,1102.939941
02/26/2010,1104.48999
03/01/2010,1115.709961
03/02/2010,1118.310059
03/03/2010,1118.790039
03/04/2010,1122.969971
03/05/2010,1138.699951
03/08/2010,1138.5
03/09/2010,1140.449951
03/10/2010,1145.609985
03/11/2010,1150.23999
03/12/2010,1149.98999
03/15/2010,1150.51001
03/16/2010,1159.459961
03/17/2010,1166.209961
03/18/2010,1165.829956
03/19/2010,1159.900024
03/22/2010,1165.810059
03/23/2010,1174.170044
03/24/2010,1167.719971
03/25/2010,1165.72998
03/26/2010,1166.589966
03/29/2010,1173.219971
03/30/2010,1173.27002
03/31/2010,1169.430054
04/01/2010,1178.099976
04/05/2010,1187.439941
04/06/2010,1189.439941
04/07/2010,1182.449951
04/08/2010,1186.439941
04/09/2010,1194.369995
04/12/2010,1196.47998
04/13/2010,1197.300049
04/14/2010,1210.650024
04/15/2010,1211.670044
04/16/2010,1192.130005
04/19/2010,1197.52002
04/20/2010,1207.170044
04/21/2010,1205.939941
04/22/2010,1208.670044
04/23/2010,1217.280029
04/26/2010,1212.050049
04/27/2010,1183.709961
04/28/2010,1191.359985
04/29/2010,1206.780029
04/30/2010,1186.689941
05/03/2010,1202.26001
05/04/2010,1173.599976
05/05/2010,1165.869995
05/06/2010,1128.150024
05/07/2010,1110.880005
05/10/2010,1159.72998
05/11/2010,1155.790039
05/12/2010,1171.670044
05/13/2010,1157.439941
05/14/2010,1135.680054
05/17/2010,1136.939941
05/18/2010,1120.800049
05/19/2010,1115.050049
05/20/2010,1071.589966
05/21/2010,1087.689941
05/24/2010,1073.650024
05/25/2010,1074.030029
05/26/2010,1067.949951
05/27/2010,1103.060059
05/28/2010,1089.410034
06/01/2010,1070.709961
06/02/2010,1098.380005
06/03/2010,1102.829956
06/04/2010,1064.880005
06/07/2010,1050.469971
06/08/2010,1062
06/09/2010,1055.689941
06/10/2010,1086.839966
06/11/2010,1091.599976
06/14/2010,1089.630005
06/15/2010,1115.22998
06/16/2010,1114.609985
06/17/2010,1116.040039
06/18/2010,1117.51001
06/21/2010,1113.199951
06/22/2010,1095.310059
06/23/2010,1092.040039
06/24/2010,1073.689941
06/25/2010,1076.76001
06/28/2010,1074.569946
06/29/2010,1041.23999
06/30/2010,1030.709961
07/01/2010,1027.369995
07/02/2010,1022.580017
07/06/2010,1028.060059
07/07/2010,1060.27002
07/08/2010,1070.25
07/09/2010,1077.959961
07/12/2010,1078.75
07/13/2010,1095.339966
07/14/2010,1095.170044
07/15/2010,1096.47998
07/16/2010,1064.880005
07/19/2010,1071.25
07/20/2010,1083.47998
07/21/2010,1069.589966
07/22/2010,1093.670044
07/23/2010,1102.660034
07/26/2010,1115.01001
07/27/2010,1113.839966
07/28/2010,1106.130005
07/29/2010,1101.530029
07/30/2010,1101.599976
08/02/2010,1125.859985
08/03/2010,1120.459961
08/04/2010,1127.23999
08/05/2010,1125.810059
08/06/2010,1121.640015
08/09/2010,1127.790039
08/10/2010,1121.060059
08/11/2010,1089.469971
08/12/2010,1083.609985
08/13/2010,1079.25
08/16/2010,1079.380005
08/17/2010,1092.540039
08/18/2010,1094.160034
08/19/2010,1075.630005
08/20/2010,1071.689941
08/23/2010,1067.359985
08/24/2010,1051.869995
08/25/2010,1055.329956
08/26/2010,1047.219971
08/27/2010,1064.589966
08/30/2010,1048.920044
08/31/2010,1049.329956
09/01/2010,1080.290039
09/02/2010,1090.099976
09/03/2010,1104.51001
09/07/2010,1091.839966
09/08/2010,1098.869995
09/09/2010,1104.180054
09/10/2010,1109.550049
09/13/2010,1121.900024
09/14/2010,1121.099976
09/15/2010,1125.069946
09/16/2010,1124.660034
09/17/2010,1125.589966
09/20/2010,1142.709961
09/21/2010,1139.780029
09/22/2010,1134.280029
09/23/2010,1124.829956
09/24/2010,1148.670044
09/27/2010,1142.160034
09/28/2010,1147.699951
09/29/2010,1144.72998
09/30/2010,1141.199951
10/01/2010,1146.23999
10/04/2010,1137.030029
10/05/2010,1160.75
10/06/2010,1159.969971
10/07/2010,1158.060059
10/08/2010,1165.150024
10/11/2010,1165.319946
10/12/2010,1169.77002
10/13/2010,1178.099976
10/14/2010,1173.810059
10/15/2010,1176.189941
10/18/2010,1184.709961
10/19/2010,1165.900024
10/20/2010,1178.170044
10/21/2010,1180.26001
10/22/2010,1183.079956
10/25/2010,1185.619995
10/26/2010,1185.640015
10/27/2010,1182.449951
10/28/2010,1183.780029
10/29/2010,1183.26001
11/01/2010,1184.380005
11/02/2010,1193.569946
11/03/2010,1197.959961
11/04/2010,1221.060059
11/05/2010,1225.849976
11/08/2010,1223.25
11/09/2010,1213.400024
11/10/2010,1218.709961
11/11/2010,1213.540039
11/12/2010,1199.209961
11/15/2010,1197.75
11/16/2010,1178.339966
11/17/2010,1178.589966
11/18/2010,1196.689941
11/19/2010,1199.72998
11/22/2010,1197.839966
11/23/2010,1180.72998
11/24/2010,1198.349976
11/26/2010,1189.400024
11/29/2010,1187.76001
11/30/2010,1180.550049
12/01/2010,1206.069946
12/02/2010,1221.530029
12/03/2010,1224.709961
12/06/2010,1223.119995
12/07/2010,1223.75
12/08/2010,1228.280029
12/09/2010,1233
12/10/2010,1240.400024
12/13/2010,1240.459961
12/14/2010,1241.589966
12/15/2010,1235.22998
12/16/2010,1242.869995
12/17/2010,1243.910034
12/20/2010,1247.079956
12/21/2010,1254.599976
12/22/2010,1258.839966
12/23/2010,1256.77002
12/27/2010,1257.540039
12/28/2010,1258.51001
12/29/2010,1259.780029
12/30/2010,1257.880005
12/31/2010,1257.640015
01/03/2011,1271.869995
01/04/2011,1270.199951
01/05/2011,1276.560059
01/06/2011,1273.849976
01/07/2011,1271.5
01/10/2011,1269.75
01/11/2011,1274.47998
01/12/2011,1285.959961
01/13/2011,1283.76001
01/14/2011,1293.23999
01/18/2011,1295.02002
01/19/2011,1281.920044
01/20/2011,1280.26001
01/21/2011,1283.349976
01/24/2011,1290.839966
01/25/2011,1291.180054
01/26/2011,1296.630005
01/27/2011,1299.540039
01/28/2011,1276.339966
01/31/2011,1286.119995
02/01/2011,1307.589966
02/02/2011,1304.030029
02/03/2011,1307.099976
02/04/2011,1310.869995
02/07/2011,1319.050049
02/08/2011,1324.569946
02/09/2011,1320.880005
02/10/2011,1321.869995
02/11/2011,1329.150024
02/14/2011,1332.319946
02/15/2011,1328.01001
02/16/2011,1336.319946
02/17/2011,1340.430054
02/18/2011,1343.01001
02/22/2011,1315.439941
02/23/2011,1307.400024
02/24/2011,1306.099976
02/25/2011,1319.880005
02/28/2011,1327.219971
03/01/2011,1306.329956
03/02/2011,1308.439941
03/03/2011,1330.969971
03/04/2011,1321.150024
03/07/2011,1310.130005
03/08/2011,1321.819946
03/09/2011,1320.02002
03/10/2011,1295.109985
03/11/2011,1304.280029
03/14/2011,1296.390015
03/15/2011,1281.869995
03/16/2011,1256.880005
03/17/2011,1273.719971
03/18/2011,1279.209961
03/21/2011,1298.380005
03/22/2011,1293.77002
03/23/2011,1297.540039
03/24/2011,1309.660034
03/25/2011,1313.800049
03/28/2011,1310.189941
03/29/2011,1319.439941
03/30/2011,1328.26001
03/31/2011,1325.829956
04/01/2011,1332.410034
04/04/2011,1332.869995
04/05/2011,1332.630005
04/06/2011,1335.540039
04/07/2011,1333.51001
04/08/2011,1328.170044
04/11/2011,1324.459961
04/12/2011,1314.160034
04/13/2011,1314.410034
04/14/2011,1314.52002
04/15/2011,1319.680054
04/18/2011,1305.140015
04/19/2011,1312.619995
